SupportedOrNot,Models,Color,Prefix,OLD_EN_MDX,NEW_EN_MDX,OLD_JP_MDX,NEW_JP_MDX
NS,FS-1750+,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-1800,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,FS-1800+,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,FS-1900,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,FS-3700,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-3700+,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-3750,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-3800,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,FS-5800C,Color,K,KMUPD20.MDX,KMUPD20.MDX
NS,FS-5900C,Color,K,KMUPD20.MDX,KMUPD20.MDX
NS,FS-6300,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-6700,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-6750,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,FS-6900,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-7000,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-7000+,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-8000C,Color,KM,KMUPD20.MDX,KMUPD20.MDX
NS,FS-C8008N,Color,KM,KMUPD20.MDX,KMUPD20.MDX
NS,FS-9000,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-9100DN,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,FS-9500DN,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,FS-820,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,FS-920,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,KM-1510,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-1530,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-1810,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-2030,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-2530,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-3530,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-4030,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-4230,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-5230,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-6230,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-C830,Color,KM,KMUPD20.MDX,KMUPD20.MDX
NS,KM-C850,Color,KM,KMUPD20.MDX,KMUPD20.MDX
NS,KM-1530,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-1570,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-2030,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-2070,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-2530,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-2530(J),Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-2531(J),Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-3530,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-3530(J),Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-3531(J),Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-4031(J),Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-4230,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-5230,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-623A,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-623B,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,KM-C830(J),Color,KM,KMUPD20.MDX,KMUPD20.MDX
NS,KM-C850(J),Color,KM,KMUPD20.MDX,KMUPD20.MDX
NS,LS-0800,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-1700,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-1800,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-3700,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-3800,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,LS-6300,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-6700,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-670S,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-6800,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-7000,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-7700,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-8000C,Color,KM,KMUPD20.MDX,KMUPD20.MDX
NS,LS-9000,Mono,K,KMUPD10.MDX,KMUPD10.MDX
NS,LS-9500,Mono,KM,KMUPD10.MDX,KMUPD10.MDX
NS,LS-C8008N,Color,KM,KMUPD20.MDX,KMUPD20.MDX
S,FS-C8500DN,Color,K,KMF07410.MDX,KMF07410.MDX
S,TASKalfa 300i,Mono,K,KMTA300i.MDX,KMK05110.MDX
S,TASKalfa 420i,Mono,K,KMTA420i.MDX,KMK04910.MDX
S,TASKalfa 520i,Mono,K,KMTA520i.MDX,KMK05010.MDX
S,TASKalfa 552ci,Color,K,KMTA552C.MDX,KMK05210.MDX
S,CS 300i,Mono,K,KMK05110.MDX,KMK05110.MDX
S,CS 420i,Mono,K,KMK04910.MDX,KMK04910.MDX
S,CS 520i,Mono,K,KMK05010.MDX,KMK05010.MDX
S,CS 552ci,Color,K,KMK05210.MDX,KMK05210.MDX
S,LS-C8500DN,Color,K,KMLC8500.MDX,KML03710.MDX
S,TASKalfa 300i(J),Mono,K,KMJT300i.MDX,KMJ05610.MDX
S,TASKalfa 420i(J),Mono,K,KMJT420i.MDX,KMJ05410.MDX
S,TASKalfa 520i(J),Mono,K,KMJT520i.MDX,KMJ05510.MDX
S,TASKalfa 552ci(J),Color,K,KMJT552C.MDX,KMJ05710.MDX
S,FS-2025D,Mono,K,KMFS2025.MDX,KMF07910.MDX
S,FS-3925DN,Mono,K,KMFS3925.MDX,KMF08010.MDX
S,FS-4025DN,Mono,K,KMFS4025.MDX,KMF08110.MDX
S,FS-6975DN,Mono,K,KMFS6975.MDX,KMF08210.MDX
S,LS-4000DN,Mono,K,KMLS4000.MDX,KML02810.MDX
